34.7500,-1.9700
32.9400,-6.9700
33.9700,-5.6200
35.2400,-3.9000
33.6600,-7.6700
30.9900,-6.9700
32.0200,-4.5200
34.2800,-4.0800
35.2300,-2.9900
33.0700,-7.6800
32.1200,-7.4700
33.9000,-4.9000
34.3200,-6.7600
31.6900,-9.0600
35.8200,-5.9700
33.3300,-8.5700
34.0800,-5.0800
32.9600,-6.3800
35.6500,-5.4400
33.7600,-7.4600
32.6000,-6.3600
34.9900,-2.3900
35.2800,-4.0000
33.5200,-7.7200
32.0000,-4.5000
34.3800,-6.3700
35.5400,-5.2200
33.4400,-7.6600
30.4600,-9.3100
32.3800,-9.3000
34.8800,-5.6400
33.6700,-7.6900
31.5800,-9.8400
34.7600,-1.9800
32.9500,-6.9800
33.9800,-5.6300
35.2500,-3.9100
33.6700,-7.6800
31.0000,-6.9800
32.0300,-4.5300
34.2900,-4.0900
35.2400,-3.0000
33.0800,-7.6900
32.1300,-7.4800
33.9100,-4.9100
34.3300,-6.7700
31.7000,-9.0700
35.8300,-5.9800
33.3400,-8.5800
34.0900,-5.0900
32.9700,-6.3900
35.6600,-5.4500
33.7700,-7.4700
32.6100,-6.3700
35.0000,-2.4000
35.2900,-4.0100
33.5300,-7.7300
32.0100,-4.5100
34.3900,-6.3800
35.5500,-5.2300
33.4500,-7.6700
30.4700,-9.3200
32.3900,-9.3100
34.8900,-5.6500
33.6800,-7.7000
31.5900,-9.8500
34.7700,-1.9900
32.9600,-6.9900
33.9900,-5.6400
35.2600,-3.9200
33.6800,-7.6900
31.0100,-6.9900
32.0400,-4.5400
34.3000,-4.1000
35.2500,-3.0100
33.0900,-7.7000
32.1400,-7.4900
33.9200,-4.9200
34.3400,-6.7800
31.7100,-9.0800
35.8400,-5.9900
33.3500,-8.5900
34.1000,-5.1000
32.9800,-6.4000
35.6700,-5.4600
33.7800,-7.4800
32.6200,-6.3800
35.0100,-2.4100
35.3000,-4.0200
33.5400,-7.7400
32.0200,-4.5200
34.4000,-6.3900
35.5600,-5.2400
33.4600,-7.6800
30.4800,-9.3300
32.4000,-9.3200
34.9000,-5.6600
33.6900,-7.7100
31.6000,-9.8600
34.7800,-2.0000
32.9700,-7.0000
34.0000,-5.6500
35.2700,-3.9300
33.6900,-7.7000
31.0200,-7.0000
32.0500,-4.5500
34.3100,-4.1100
35.2600,-3.0200
33.1000,-7.7100
32.1500,-7.5000
33.9300,-4.9300
34.3500,-6.7900
31.7200,-9.0900
35.8500,-6.0000
33.3600,-8.6000
34.1100,-5.1100
32.9900,-6.4100
35.6800,-5.4700
33.7900,-7.4900
32.6300,-6.3900
35.0200,-2.4200
35.3100,-4.0300
33.5500,-7.7500
32.0300,-4.5300
34.4100,-6.4000
35.5700,-5.2500
33.4700,-7.6900
30.4900,-9.3400
32.4100,-9.3300
34.9100,-5.6700
33.7000,-7.7200
31.6100,-9.8700
34.7900,-2.0100
32.9800,-7.0100
34.0100,-5.6600
35.2800,-3.9400
33.7000,-7.7100
31.0300,-7.0100
32.0600,-4.5600
34.3200,-4.1200
35.2700,-3.0300
33.1100,-7.7200
32.1600,-7.5100
33.9400,-4.9400
34.3600,-6.8000
31.7300,-9.1000
35.8600,-6.0100
33.3700,-8.6100
34.1200,-5.1200
33.0000,-6.4200
35.6900,-5.4800
33.8000,-7.5000
32.6400,-6.4000
35.0300,-2.4300
35.3200,-4.0400
33.5600,-7.7600
32.0400,-4.5400
34.4200,-6.4100
35.5800,-5.2600
33.4800,-7.7000
30.5000,-9.3500
32.4200,-9.3400
34.9200,-5.6800
33.7100,-7.7300
31.6200,-9.8800
34.8000,-2.0200
32.9900,-7.0200
34.0200,-5.6700
35.2900,-3.9500
33.7100,-7.7200
31.0400,-7.0200
32.0700,-4.5700
34.3300,-4.1300
35.2800,-3.0400
33.1200,-7.7300
32.1700,-7.5200
33.9500,-4.9500
34.3700,-6.8100
31.7400,-9.1100
35.8700,-6.0200
33.3800,-8.6200
34.1300,-5.1300
33.0100,-6.4300
35.7000,-5.4900
33.8100,-7.5100
32.6500,-6.4100
35.0400,-2.4400
35.3300,-4.0500
33.5700,-7.7700
32.0500,-4.5500
34.4300,-6.4200
35.5900,-5.2700
33.4900,-7.7100
30.5100,-9.3600
32.4300,-9.3500
34.9300,-5.6900
33.7200,-7.7400
31.6300,-9.8900
34.8100,-2.0300
33.0000,-7.0300
34.0300,-5.6800
35.3000,-3.9600
33.7200,-7.7300
31.0500,-7.0300
32.0800,-4.5800
34.3400,-4.1400
35.2900,-3.0500
